Scenario,C,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,Charac,IntroScreen.started,IntroScreen.stopped,instructions.started,instructions.stopped,scenario1.started,scenario1.stopped,notAtAll.started,notAtAll.stopped,veryMuch.started,veryMuch.stopped,lastRating,rating.response,rating.rt,rating.started,rating.stopped,riskBehaviorScaleScreen.started,riskBehaviorScaleScreen.stopped,activity.started,activity.stopped,notAtAll2.started,notAtAll2.stopped,ExtremelyLikely.started,ExtremelyLikely.stopped,rating_2.response,rating_2.rt,rating_2.started,rating_2.stopped,riskPerceptionInstructions.started,riskPerceptionInstructions.stopped,riskPerceptionActivity2.started,riskPerceptionActivity2.stopped,rating_4.response,rating_4.rt,rating_4.started,rating_4.stopped,notAtAllRisky.started,notAtAllRisky.stopped,ExtremelyRisky.started,ExtremelyRisky.stopped,ModeratelyRisky.started,ModeratelyRisky.stopped,expBenefits.started,expBenefits.stopped,riskBenefitsScale.started,riskBenefitsScale.stopped,noBenefits.started,noBenefits.stopped,rating_3.response,rating_3.rt,rating_3.started,rating_3.stopped,greatBenefits.started,greatBenefits.stopped,moderateBenefits.started,moderateBenefits.stopped,big5Screen.started,big5Screen.stopped,participant,session,sex,age,date,expName,psychopyVersion,frameRate,
,Illegally copying a piece of software. (E) ,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4730861019998,None,3,0.5,0.00893477730005543,None,50.4730861019998,None,50.4730861019998,None,50.4730861019998,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Going whitewater rafting during rapid water flows in the spring. (R) ,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.99070210700029,None,3,0.545,0.008154341299814405,None,50.99070210700029,None,50.99070210700029,None,50.99070210700029,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,"Betting a day's income on the outcome of a sporting event (e.g. baseball, soccer, or football). (G)",,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.55636210300054,None,3,0.505,0.0015103093001016532,None,51.55636210300054,None,51.55636210300054,None,51.55636210300054,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Telling a friend if his or her significant other has made a pass at you. (S),,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.08950224,None,3,0.578,0.007144545300434402,None,52.08950224,None,52.08950224,None,52.08950224,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Investing 5% of your annual income in an conservative stock. (I),,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.68982237700038,None,3,0.528,0.005814786300106789,None,52.68982237700038,None,52.68982237700038,None,52.68982237700038,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Shoplifting a small item (e.g. a lipstick or a pen). (E) ,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.24006844900032,None,3,0.489,0.002463444300701667,None,53.24006844900032,None,53.24006844900032,None,53.24006844900032,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Wearing provocative or unconventional clothes on occasion. (S),,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.75678455999969,None,3,0.447,0.004443293300937512,None,53.75678455999969,None,53.75678455999969,None,53.75678455999969,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Engaging in unprotected sex. (H),,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.239833730999635,None,3,0.431,0.006456623300437059,None,54.239833730999635,None,54.239833730999635,None,54.239833730999635,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Stealing an additional TV cable connection off the one you pay for. (E) ,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.689662267999665,None,3,0.44,0.003950418299609737,None,54.689662267999665,None,54.689662267999665,None,54.689662267999665,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Not wearing a seatbelt when being a passenger in the front seat. (H),,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.15716130200053,None,3,0.559,0.004303859300307522,None,55.15716130200053,None,55.15716130200053,None,55.15716130200053,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Investing 10% of your annual income in governmental bonds (treasury bills). (I),,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.73926707600003,None,3,0.56,0.004958563300533569,None,55.73926707600003,None,55.73926707600003,None,55.73926707600003,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Periodically engaging in a dangerous sport (e.g. mountain climbing or sky diving). (R) ,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.32295655600046,None,3,0.545,0.005930491300205176,None,56.32295655600046,None,56.32295655600046,None,56.32295655600046,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Not wearing a helmet when riding a motorcycle. (H),,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.889088568999796,None,3,0.506,0.0028190233006171184,None,56.889088568999796,None,56.889088568999796,None,56.889088568999796,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Gambling a week's income at a casino. (G),,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.42333710999992,None,3,0.49,0.004120434300602938,None,57.42333710999992,None,57.42333710999992,None,57.42333710999992,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Taking a job that you enjoy over one that is prestigious but less enjoyable. (S),,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.94021720100045,None,3,0.508,0.0016846383005031385,None,57.94021720100045,None,57.94021720100045,None,57.94021720100045,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Defending an unpopular issue that you believe in at a social occasion. (S),,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.47278392200042,None,3,0.411,0.004596566300278937,None,58.47278392200042,None,58.47278392200042,None,58.47278392200042,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Exposing yourself to the sun without using sunscreen. (H),,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.90603213099985,None,3,0.47,0.006423110300602275,None,58.90603213099985,None,58.90603213099985,None,58.90603213099985,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Trying out bungee jumping at least once. (R),,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.40633445900039,None,3,0.526,0.003089832300247508,None,59.40633445900039,None,59.40633445900039,None,59.40633445900039,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,"Piloting your own small plane, if you could. (R) ",,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.95622588700007,None,3,0.474,0.0030685263000123086,None,59.95622588700007,None,59.95622588700007,None,59.95622588700007,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Walking home alone at night in a somewhat unsafe area of town. (H),,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4572283360003,None,3,0.478,0.003975781300141534,None,60.4572283360003,None,60.4572283360003,None,60.4572283360003,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Regularly eating high cholesterol foods. (H) ,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.957023163000486,None,3,0.461,0.0035422173004917568,None,60.957023163000486,None,60.957023163000486,None,60.957023163000486,None,,,,,,,,,,,,,,,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Admitting that your tastes are different from those of your friends. (S),,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.523387858000206,None,70.7734913559998,None,70.7734913559998,None,2,15.724,0.0007990773010533303,None,70.7734913559998,None,70.7734913559998,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,"Going camping in the wilderness, beyond the civilization of a campground. (R) ",,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.52258929599975,None,86.52258929599975,None,2,0.505,0.0014455843001996982,None,86.52258929599975,None,86.52258929599975,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Betting a day's income at the horse races. (G),,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.05672432899974,None,87.05672432899974,None,2,0.41,0.0036222653006916516,None,87.05672432899974,None,87.05672432899974,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Buying an illegal drug for your own use. (H),,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.48969734000002,None,87.48969734000002,None,2,0.499,0.008713726300811686,None,87.48969734000002,None,87.48969734000002,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Cheating on an exam. (E),,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.00619539699983,None,88.00619539699983,None,2,0.414,0.009338206299617013,None,88.00619539699983,None,88.00619539699983,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Chasing a tornado or hurricane by car to take dramatic photos. (R),,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.44025694700031,None,88.44025694700031,None,2,0.413,0.008602818301369553,None,88.44025694700031,None,88.44025694700031,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Investing 10% of your annual income in a moderate growth mutual fund. (I),,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.87314642000001,None,88.87314642000001,None,2,0.407,0.0011994243004664895,None,88.87314642000001,None,88.87314642000001,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Consuming five or more servings of alcohol in a single evening. (H),,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.30660339099995,None,89.30660339099995,None,2,0.475,0.003296565299933718,None,89.30660339099995,None,89.30660339099995,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Cheating by a significant amount on your income tax return. (E),,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.80590284899972,None,89.80590284899972,None,2,0.405,0.0021410343006209587,None,89.80590284899972,None,89.80590284899972,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Disagreeing with your father on a major issue. (S),,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.23922782000045,None,90.23922782000045,None,2,0.526,0.0026415073007228784,None,90.23922782000045,None,90.23922782000045,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Betting a day's income at a high stake poker game. (G),,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.78944523799964,None,90.78944523799964,None,2,0.408,0.0030120723004074534,None,90.78944523799964,None,90.78944523799964,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Having an affair with a married man or woman. (E),,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.22250274100043,None,91.22250274100043,None,2,0.41,0.005682424299266131,None,91.22250274100043,None,91.22250274100043,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Forging somebody's signature. (E),,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.65562195100028,None,91.65562195100028,None,2,0.409,0.006417242299903592,None,91.65562195100028,None,91.65562195100028,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Passing off somebody else's work as your own. (E),,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.08893402800004,None,92.08893402800004,None,2,0.491,0.003707575300722965,None,92.08893402800004,None,92.08893402800004,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Going on a vacation in a third-world country without prearranged travel and hotel accommodations. (R),,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.60650112999974,None,92.60650112999974,None,2,0.409,0.0026902333011094015,None,92.60650112999974,None,92.60650112999974,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Arguing with a friend about an issue on which he or she has a very different opinion. (S) ,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0401383010003,None,93.0401383010003,None,2,0.408,0.00668159030010429,None,93.0401383010003,None,93.0401383010003,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Going down a ski run that is beyond your ability or closed. (R),,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.4729903360003,None,93.4729903360003,None,2,0.409,0.003957250299208681,None,93.4729903360003,None,93.4729903360003,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Investing 5% of your annual income in a very speculative stock. (I),,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.90601577100006,None,93.90601577100006,None,2,0.406,0.0018369193003309192,None,93.90601577100006,None,93.90601577100006,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Approaching your boss to ask for a raise. (S),,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.33980751699983,None,94.33980751699983,None,2,0.414,0.008505632300511934,None,94.33980751699983,None,94.33980751699983,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Illegally copying a piece of software. (E) ,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.77215107400025,None,94.77215107400025,None,2,0.444,0.005453470300381014,None,94.77215107400025,None,94.77215107400025,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Going whitewater rafting during rapid water flows in the spring. (R) ,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.23934509900027,None,95.23934509900027,None,2,0.426,0.0036769323005501064,None,95.23934509900027,None,95.23934509900027,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,"Betting a day's income on the outcome of a sporting event (e.g. baseball, soccer, or football). (G)",,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.68985808799971,None,95.68985808799971,None,2,0.417,0.002490467300049204,None,95.68985808799971,None,95.68985808799971,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Telling a friend if his or her significant other has made a pass at you. (S),,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.13958002399977,None,96.13958002399977,None,2,0.592,0.002456391300256655,None,96.13958002399977,None,96.13958002399977,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Investing 5% of your annual income in an conservative stock. (I),,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.75621630099977,None,96.75621630099977,None,2,0.41,0.002867181300644006,None,96.75621630099977,None,96.75621630099977,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Shoplifting a small item (e.g. a lipstick or a pen). (E) ,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.18984146599996,None,97.18984146599996,None,2,0.406,0.0029926082997917547,None,97.18984146599996,None,97.18984146599996,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Wearing provocative or unconventional clothes on occasion. (S),,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.62318669599972,None,97.62318669599972,None,2,0.408,0.004506467299506767,None,97.62318669599972,None,97.62318669599972,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Engaging in unprotected sex. (H),,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.04069665400039,None,98.04069665400039,None,2,0.418,0.00940821430140204,None,98.04069665400039,None,98.04069665400039,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Stealing an additional TV cable connection off the one you pay for. (E) ,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.50552069199966,None,98.50552069199966,None,2,0.424,0.002034521299719927,None,98.50552069199966,None,98.50552069199966,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Not wearing a seatbelt when being a passenger in the front seat. (H),,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.95681937599966,None,98.95681937599966,None,2,0.405,0.0037848213005418074,None,98.95681937599966,None,98.95681937599966,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Investing 10% of your annual income in governmental bonds (treasury bills). (I),,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.38931923699965,None,99.38931923699965,None,2,0.407,0.0023210553008539136,None,99.38931923699965,None,99.38931923699965,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Periodically engaging in a dangerous sport (e.g. mountain climbing or sky diving). (R) ,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.82256840399987,None,99.82256840399987,None,2,0.406,0.00036894729964842554,None,99.82256840399987,None,99.82256840399987,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Not wearing a helmet when riding a motorcycle. (H),,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2552750040004,None,100.2552750040004,None,2,0.51,0.0034843403000195394,None,100.2552750040004,None,100.2552750040004,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Gambling a week's income at a casino. (G),,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.78926062499977,None,100.78926062499977,None,2,0.406,0.003991724301158683,None,100.78926062499977,None,100.78926062499977,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Taking a job that you enjoy over one that is prestigious but less enjoyable. (S),,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.22291778900035,None,101.22291778900035,None,2,0.424,0.003295783300018229,None,101.22291778900035,None,101.22291778900035,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Defending an unpopular issue that you believe in at a social occasion. (S),,,,,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.67266717500024,None,101.67266717500024,None,2,0.526,0.0029761673004031763,None,101.67266717500024,None,101.67266717500024,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Exposing yourself to the sun without using sunscreen. (H),,,,,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.22339418299998,None,102.22339418299998,None,2,0.406,0.003911306301233708,None,102.22339418299998,None,102.22339418299998,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Trying out bungee jumping at least once. (R),,,,,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.65575262600032,None,102.65575262600032,None,2,0.413,0.008491862300616049,None,102.65575262600032,None,102.65575262600032,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,"Piloting your own small plane, if you could. (R) ",,,,,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.08895705099985,None,103.08895705099985,None,2,0.658,0.004202138299660874,None,103.08895705099985,None,103.08895705099985,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Walking home alone at night in a somewhat unsafe area of town. (H),,,,,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.77228725500026,None,103.77228725500026,None,2,0.41,0.004461641300622432,None,103.77228725500026,None,103.77228725500026,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,Regularly eating high cholesterol foods. (H) ,,,,,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.20594183200046,None,104.20594183200046,None,2,0.509,0.0034099603008144186,None,104.20594183200046,None,104.20594183200046,None,,,,001,,,2020_Oct_27_1550,Big5,2020.2.4,59.98919030763741,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.83925570500014,None,,,,,,,,,
