Scenario,C,Charac,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,IntroScreen.started,IntroScreen.stopped,instructions.started,instructions.stopped,scenario1.started,scenario1.stopped,notAtAll.started,notAtAll.stopped,veryMuch.started,veryMuch.stopped,lastRating,rating.response,rating.rt,rating.started,rating.stopped,riskBehaviorScaleScreen.started,riskBehaviorScaleScreen.stopped,activity.started,activity.stopped,notAtAll2.started,notAtAll2.stopped,ExtremelyLikely.started,ExtremelyLikely.stopped,rating2.response,rating2.rt,rating2.started,rating2.stopped,Rating,unlikely.started,unlikely.stopped,neutral.started,neutral.stopped,Likely.started,Likely.stopped,riskPerceptionInstructions.started,riskPerceptionInstructions.stopped,riskPerceptionActivity2.started,riskPerceptionActivity2.stopped,rating3.response,rating3.rt,rating3.started,rating3.stopped,notAtAllRisky.started,notAtAllRisky.stopped,ModeratelyRisky.started,ModeratelyRisky.stopped,ExtremelyRisky.started,ExtremelyRisky.stopped,expBenefits.started,expBenefits.stopped,riskBenefitsScale.started,riskBenefitsScale.stopped,noBenefits.started,noBenefits.stopped,rating4.response,rating4.rt,rating4.started,rating4.stopped,greatBenefits.started,greatBenefits.stopped,moderateBenefits.started,moderateBenefits.stopped,big5Screen.started,big5Screen.stopped,rating5.response,rating5.rt,rating5.started,rating5.stopped,characText.started,characText.stopped,Someone.started,Someone.stopped,disagreeStrongly.started,disagreeStrongly.stopped,disagreeALittle.started,disagreeALittle.stopped,Neutral.started,Neutral.stopped,AgreeALittle.started,AgreeALittle.stopped,AgreeStrongly.started,AgreeStrongly.stopped,congratsText.started,congratsText.stopped,participant,session,sex,age,date,expName,psychopyVersion,frameRate,
,Stealing an additional TV cable connection. (E) ,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.29668349400163,None,37.29668349400163,None,37.29668349400163,None,2,0.423,0.0009091552929021418,None,1.0,37.29668349400163,None,37.29668349400163,None,37.29668349400163,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Taking a day's income to play the slot-machines at a casino. (F),,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.74699099699501,None,37.74699099699501,None,37.74699099699501,None,2,0.407,0.0036923342995578423,None,1.0,37.74699099699501,None,37.74699099699501,None,37.74699099699501,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Taking a job where you get paid exclusively on a commission basis. (F),,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.179933733001235,None,38.179933733001235,None,38.179933733001235,None,2,0.591,0.0038706773048033938,None,1.0,38.179933733001235,None,38.179933733001235,None,38.179933733001235,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Trying bungee jumping. (R),,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.79770961900067,None,38.79770961900067,None,38.79770961900067,None,2,0.411,0.006080212304368615,None,1.0,38.79770961900067,None,38.79770961900067,None,38.79770961900067,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Using office supplies for your personal business. (E),,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.230382598994765,None,39.230382598994765,None,39.230382598994765,None,2,0.407,0.0033390463067917153,None,1.0,39.230382598994765,None,39.230382598994765,None,39.230382598994765,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Wearing unconventional clothes. (S),,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.66447130499,None,39.66447130499,None,39.66447130499,None,3,0.576,0.002895724304835312,None,2.0,39.66447130499,None,39.66447130499,None,39.66447130499,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Admitting that your tastes are different from those of your friends. (S),,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,40.24717702298949,None,41.86383860898786,None,2,0.592,0.002779974296572618,None,41.86383860898786,None,41.86383860898786,None,41.86383860898786,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Arguing with a friend who has a very different opinion on an issue. (S),,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,42.480417664992274,None,2,0.69,0.0027315953193465248,None,42.480417664992274,None,42.480417664992274,None,42.480417664992274,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Asking your boss for a raise. (S),,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,43.19713880299241,None,2,0.643,0.006964578293263912,None,43.19713880299241,None,43.19713880299241,None,43.19713880299241,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Betting a day's income at the horse races. (F),,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,43.86369968499639,None,2,0.628,0.006149881301098503,None,43.86369968499639,None,43.86369968499639,None,43.86369968499639,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Buying an illegal drug for your own use. (E),,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,44.51404886299861,None,2,0.46,0.005359009301173501,None,44.51404886299861,None,44.51404886299861,None,44.51404886299861,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Chasing a tornado by car to take photos that you can sell to the press. (R) ,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,44.99703040999884,None,2,0.593,0.0044463952945079654,None,44.99703040999884,None,44.99703040999884,None,44.99703040999884,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Cheating a fair amount on your income tax. (E) ,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,45.61344102399016,None,2,0.624,0.004199967312160879,None,45.61344102399016,None,45.61344102399016,None,45.61344102399016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Cheating on an exam. (E) ,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,46.26383982799598,None,2,0.693,0.004592145298374817,None,46.26383982799598,None,46.26383982799598,None,46.26383982799598,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Co-signing a new car loan for a friend. (F),,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,46.98084140798892,None,2,0.697,0.0037555813032668084,None,46.98084140798892,None,46.98084140798892,None,46.98084140798892,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Dating someone that you are working with. (S),,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,47.714181524992455,None,2,0.41,0.006090743321692571,None,47.714181524992455,None,47.714181524992455,None,47.714181524992455,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Deciding to share an apartment with someone you don't know well. (S),,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,48.14755540699116,None,2,0.678,0.005482800319441594,None,48.14755540699116,None,48.14755540699116,None,48.14755540699116,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Disagreeing with your father on a major issue. (S),,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,48.84779230999993,None,2,0.591,0.003081339309574105,None,48.84779230999993,None,48.84779230999993,None,48.84779230999993,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Driving home after you had three drinks in the last two hours. (E),,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,49.46330060099717,None,2,0.41,0.004358639314887114,None,49.46330060099717,None,49.46330060099717,None,49.46330060099717,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Eating 'expired' food products that still 'look okay'. (H),,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,49.89762404799694,None,2,0.677,0.003151102311676368,None,49.89762404799694,None,49.89762404799694,None,49.89762404799694,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Exploring an unknown city or section of town. (R) ,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,50.596723052993184,None,2,0.414,0.008890523298759945,None,50.596723052993184,None,50.596723052993184,None,50.596723052993184,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Forging somebody's signature. (E),,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,51.02999401699344,None,2,0.659,0.004630830298992805,None,51.02999401699344,None,51.02999401699344,None,51.02999401699344,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Frequent binge drinking. (H),,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,51.71405849799339,None,2,0.412,0.006555470303283073,None,51.71405849799339,None,51.71405849799339,None,51.71405849799339,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Going camping in the wild. (R),,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,52.14746495700092,None,2,0.56,0.005045977290137671,None,52.14746495700092,None,52.14746495700092,None,52.14746495700092,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Going down a ski run that is too hard or closed. (R),,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,52.72990924899932,None,2,0.407,0.0018748182919807732,None,52.72990924899932,None,52.72990924899932,None,52.72990924899932,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Going on a safari in Kenya. (R) ,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,53.16335710599378,None,2,0.641,0.0045106492907507345,None,53.16335710599378,None,53.16335710599378,None,53.16335710599378,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Going on a two-week vacation in a foreign country without booking accommodations ahead. (R),,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,53.82998084499559,None,2,0.409,0.0027258323098067194,None,53.82998084499559,None,53.82998084499559,None,53.82998084499559,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Going whitewater rafting at high water in the spring. (R),,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,54.263073424997856,None,3,0.575,0.0028908913081977516,None,54.263073424997856,None,54.263073424997856,None,54.263073424997856,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Ignoring some persistent physical pain by not going to the doctor. (H),,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,54.86323312399327,None,3,0.557,0.00231591631018091,None,54.86323312399327,None,54.86323312399327,None,54.86323312399327,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Illegally copying a piece of software. (E),,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,55.44665790098952,None,3,0.611,0.0049409463099436834,None,55.44665790098952,None,55.44665790098952,None,55.44665790098952,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Taking a medical drug that has a high likelihood of negative side effects. (H),,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,56.08054545598861,None,3,0.525,0.00273832528910134,None,56.08054545598861,None,56.08054545598861,None,56.08054545598861,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Traveling on a commercial airplane. (R) ,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,56.62987485999474,None,3,0.642,0.00412177930411417,None,56.62987485999474,None,56.62987485999474,None,56.62987485999474,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Plagiarizing a term paper. (E) ,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,57.2967112059996,None,3,0.619,0.003935032305889763,None,57.2967112059996,None,57.2967112059996,None,57.2967112059996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Engaging in unprotected sex. (H),,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,57.94737849399098,None,3,0.607,0.005008274310966954,None,57.94737849399098,None,57.94737849399098,None,57.94737849399098,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Investing 10% of your annual income in a blue chip stock. (F),,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,58.579726215000846,None,2,0.413,0.007033133311779238,None,58.579726215000846,None,58.579726215000846,None,58.579726215000846,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Investing 10% of your annual income in a very speculative stock. (F),,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,59.013781777000986,None,2,0.502,0.003756681311642751,None,59.013781777000986,None,59.013781777000986,None,59.013781777000986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Investing 10% of your annual income in government bonds (treasury bills). (F),,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,59.54684047999035,None,2,0.673,0.002456884292769246,None,59.54684047999035,None,59.54684047999035,None,59.54684047999035,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Investing in a business that has a good chance of failing. (F),,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,60.2463656829932,None,2,0.409,0.002700275319512002,None,60.2463656829932,None,60.2463656829932,None,60.2463656829932,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Leading in a friend an amount of money equivalent to one month's income. (F),,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,60.68006467199302,None,2,0.625,0.0025747143081389368,None,60.68006467199302,None,60.68006467199302,None,60.68006467199302,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Moving to a new city. (S),,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,61.3304272749956,None,2,0.408,0.004326743306592107,None,61.3304272749956,None,61.3304272749956,None,61.3304272749956,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Never using sunscreen when you sunbathe. (H),,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,61.76342161098728,None,2,0.578,0.005834557305206545,None,61.76342161098728,None,61.76342161098728,None,61.76342161098728,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Never wearing a seatbelt. (H),,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,62.36340236799151,None,2,0.607,0.004111082322197035,None,62.36340236799151,None,62.36340236799151,None,62.36340236799151,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Not having a smoke alarm in or outside of your bedroom. (H),,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,62.996092451998265,None,2,0.409,0.0045127853081794456,None,62.996092451998265,None,62.996092451998265,None,62.996092451998265,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Openly disagreeing with your boss in front of your coworkers. (S),,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,63.43012669699965,None,3,0.522,0.002044620312517509,None,63.43012669699965,None,63.43012669699965,None,63.43012669699965,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Periodically engaging in a dangerous sport (e.g. mountain climbing or sky diving). (R) ,,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,63.980363681999734,None,3,0.624,0.0011535233061295003,None,63.980363681999734,None,63.980363681999734,None,63.980363681999734,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Regularly riding your bicycle without a helmet. (H),,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,64.63042598500033,None,3,0.583,0.008734384304261766,None,64.63042598500033,None,64.63042598500033,None,64.63042598500033,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Shoplifting a small item (e.g. a lipstick or a pen). (E) ,,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,65.22974012199847,None,2,0.41,0.007745422321022488,None,65.22974012199847,None,65.22974012199847,None,65.22974012199847,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Smoking a pack of cigarettes per day. (H),,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,65.66375965900079,None,2,0.558,0.005383300318499096,None,65.66375965900079,None,65.66375965900079,None,65.66375965900079,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Speaking your mind about an unpopular issue at a social occasion. (S) ,,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,66.24655501398956,None,2,0.656,0.001735957310302183,None,66.24655501398956,None,66.24655501398956,None,66.24655501398956,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Spending money impulsively without thinking about the consequences. (F),,,,,,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,66.93033226499392,None,2,0.606,0.00240078431670554,None,66.93033226499392,None,66.93033226499392,None,66.93033226499392,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Stealing an additional TV cable connection. (E) ,,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,67.56422951699642,None,2,0.611,0.004870742297498509,None,67.56422951699642,None,67.56422951699642,None,67.56422951699642,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Taking a day's income to play the slot-machines at a casino. (F),,,,,,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,68.19666122600029,None,2,0.611,0.0038982863043202087,None,68.19666122600029,None,68.19666122600029,None,68.19666122600029,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Taking a job where you get paid exclusively on a commission basis. (F),,,,,,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,68.83012336499814,None,2,0.412,0.008278136301669292,None,68.83012336499814,None,68.83012336499814,None,68.83012336499814,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Trying bungee jumping. (R),,,,,,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,69.26309138999204,None,2,0.596,0.0070167602971196175,None,69.26309138999204,None,69.26309138999204,None,69.26309138999204,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Using office supplies for your personal business. (E),,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,69.87963230499008,None,3,0.406,0.0030512633093167096,None,69.87963230499008,None,69.87963230499008,None,69.87963230499008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Wearing unconventional clothes. (S),,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,70.31410216999939,None,3,0.644,0.005398775290814228,None,70.31410216999939,None,70.31410216999939,None,70.31410216999939,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Admitting that your tastes are different from those of your friends. (S),,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.9632734379993,None,71.29695359499601,None,71.29695359499601,None,3,0.723,0.0005628463113680482,None,71.29695359499601,None,71.29695359499601,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Arguing with a friend who has a very different opinion on an issue. (S),,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.04728615299973,None,72.04728615299973,None,2,0.591,0.0036239323089830577,None,72.04728615299973,None,72.04728615299973,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
,Asking your boss for a raise. (S),,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.66407386898936,None,72.66407386898936,None,2,0.634,0.00878277831361629,None,72.66407386898936,None,72.66407386898936,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_30_1734,Big5,2020.2.4,59.836302114201246,
